Year,Month,CAISO,NWPP,ERCOT,MISO,SPP,PJM,NYPP,NEPOOL,CONUS,NWPP_Rolling_Avg,ERCOT_Rolling_Avg,MISO_Rolling_Avg,SPP_Rolling_Avg,PJM_Rolling_Avg,NYPP_Rolling_Avg,NEPOOL_Rolling_Avg,CONUS_Rolling_Avg,CAISO_Rolling_Avg,CAISO_pct_diff,NWPP_pct_diff,ERCOT_pct_diff,MISO_pct_diff,SPP_pct_diff,PJM_pct_diff,NYPP_pct_diff,NEPOOL_pct_diff,CONUS_pct_diff
1975.0,11.0,10.9,0.0,63.0,15.0,4.0,4.7,3.3000000000000003,1.7,10.1,0.0,47.14,8.680000000000001,3.5700000000000003,1.44,0.2,0.22000000000000003,3.8600000000000003,14.89,-26.79650772330423,,33.64446330080611,72.81105990783408,12.04481792717086,226.3888888888889,1550.0,672.7272727272726,161.65803108808288
1975.0,12.0,1.8,0.0,18.6,2.7,0.6,0.0,0.0,0.0,0.5,0.0,9.66,3.4300000000000006,0.4,0.01,0.0,0.0,0.53,3.0,-40.0,,92.54658385093168,-21.28279883381925,49.999999999999986,-100.0,,,-5.660377358490571
1976.0,1.0,11.6,0.0,3.3000000000000003,0.2,0.1,0.0,0.0,0.0,0.4,0.0,9.41,2.84,0.74,0.02,0.0,0.0,0.4800000000000001,4.3,169.76744186046514,,-64.9309245483528,-92.95774647887323,-86.48648648648648,-100.0,,,-16.66666666666668
1976.0,2.0,1.1,0.0,41.9,4.3,2.0,0.8999999999999999,0.0,0.0,0.9,0.0,5.58,1.4,0.1,0.01,0.0,0.0,0.43000000000000005,3.3600000000000003,-67.26190476190477,,650.8960573476703,207.14285714285717,1899.9999999999995,8899.999999999998,,,109.30232558139532
1976.0,3.0,8.0,0.0,80.9,16.1,8.8,1.5,0.0,0.0,7.7,0.0,53.64,10.540000000000001,6.109999999999999,0.5800000000000001,0.0,0.0,5.95,5.68,40.845070422535215,,50.820283370618945,52.75142314990512,44.0261865793781,158.62068965517238,,,29.411764705882355
1976.0,4.0,6.0,1.6,108.7,38.5,25.9,44.3,20.4,24.1,44.9,0.06000000000000001,148.32,34.9,23.729999999999997,6.42,2.95,1.25,22.259999999999998,13.970000000000002,-57.05082319255549,2566.666666666666,-26.71251348435814,10.315186246418342,9.144542772861366,590.031152647975,591.5254237288135,1828.0,101.70709793351304
1976.0,5.0,54.5,5.5,180.5,49.8,45.4,33.400000000000006,12.8,10.8,85.6,9.41,291.90999999999997,90.78,102.13,43.67,26.670000000000005,11.819999999999999,92.24,59.3,-8.094435075885324,-41.55154091392136,-38.16587304306121,-45.14210178453404,-55.54685205130716,-23.517288756583458,-52.00599925009375,-8.629441624365466,-7.19861231569818
1976.0,6.0,176.5,25.9,425.0,210.9,255.5,228.9,222.6,199.5,260.2,52.269999999999996,464.01000000000005,222.46000000000004,288.24,196.76000000000002,172.96,100.78999999999999,236.88999999999996,121.50999999999999,45.25553452390751,-50.449588674191695,-8.407146397706954,-5.196439809403951,-11.358590063835695,16.33462085789794,28.700277520814048,97.93630320468301,9.840010131284577
1976.0,7.0,216.8,112.6,488.6,325.6,398.7,269.7,276.6,195.9,328.8,148.92000000000002,576.61,321.45,443.05,310.82,334.49,239.88000000000002,364.35,235.79000000000002,-8.053776665677088,-24.388933655654053,-15.263349577704165,1.2910250427749368,-10.010156867170753,-13.229521909787017,-17.306944901192857,-18.33416708354178,-9.757101687937425
1976.0,8.0,183.6,61.9,540.4,268.5,396.7,219.6,268.3,183.7,282.9,129.73,549.6,277.74,377.53,280.68,312.8,207.74,334.15999999999997,258.65999999999997,-29.0187891440501,-52.285516071841506,-1.673944687045132,-3.326852451933466,5.077742166185473,-21.76143651132963,-14.226342710997441,-11.572157504573033,-15.339956906870958
1976.0,9.0,186.2,27.0,352.5,127.0,179.3,74.7,87.2,38.8,139.3,37.63,368.37,136.66,156.43,111.55999999999999,117.96,57.75,173.15,191.70999999999998,-2.874132804757181,-28.24873770927452,-4.308168417623586,-7.0686374945119255,14.61995780860449,-33.040516314091064,-26.07663614784672,-32.81385281385282,-19.54952353450765
1976.0,10.0,128.3,1.3,59.5,16.8,24.4,5.7,1.6,3.6,37.4,0.39,172.18,43.39,41.129999999999995,16.0,11.53,5.29,44.260000000000005,76.29,68.1740726176432,233.33333333333334,-65.44314089905913,-61.28140124452639,-40.675905664964745,-64.375,-86.12315698178664,-31.947069943289225,-15.49932218707638
1976.0,11.0,63.0,0.0,5.5,1.0,0.4,0.0,0.0,0.0,7.7,0.0,45.220000000000006,8.89,3.3300000000000005,1.9100000000000001,0.53,0.39,4.42,15.59,304.1051956382296,,-87.83724015922158,-88.75140607424072,-87.98798798798799,-100.0,-100.0,-100.0,74.2081447963801
1976.0,12.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82,3.59,0.44000000000000006,0.01,0.0,0.0,0.58,2.6100000000000003,-80.84291187739464,,-94.90835030549898,-100.0,-100.0,-100.0,,,-100.0
1977.0,1.0,2.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.370000000000001,2.7700000000000005,0.73,0.02,0.0,0.0,0.51,5.38,-53.53159851301115,,-95.73105656350053,-100.0,-100.0,-100.0,,,-100.0
1977.0,2.0,13.2,0.0,4.7,1.3,0.5,0.1,0.0,0.0,3.2,0.0,9.52,1.81,0.29,0.09999999999999999,0.0,0.0,0.5200000000000001,3.3900000000000006,289.38053097345124,,-50.63025210084034,-28.176795580110497,72.41379310344828,1.3877787807814457e-14,,,515.3846153846154
1977.0,3.0,0.8,0.0,37.7,13.5,3.1,6.999999999999999,0.0,0.7,7.5,0.0,58.96,11.67,6.11,0.6900000000000001,0.0,0.0,6.290000000000001,5.7299999999999995,-86.03839441535777,,-36.058344640434186,15.681233933161954,-49.26350245499182,914.4927536231882,,inf,19.236883942766276
1977.0,4.0,18.2,3.1,95.2,42.4,32.4,31.1,6.699999999999999,5.8,54.5,0.22000000000000003,146.06,35.74,24.84,10.55,4.99,3.66,24.109999999999996,11.45,58.951965065502186,1309.0909090909088,-34.82130631247433,18.634583100167866,30.43478260869565,194.78672985781992,34.26853707414828,58.46994535519124,126.04728328494406
1977.0,5.0,16.0,1.7000000000000002,336.9,175.3,165.9,127.7,65.2,53.4,131.2,8.459999999999999,282.24,87.66,94.39000000000001,43.4,24.57,11.72,91.46000000000001,60.71,-73.64519848459892,-79.90543735224585,19.366496598639444,99.97718457677392,75.76014408305963,194.23963133640555,165.36426536426538,355.6313993174061,43.450688825716135
1977.0,6.0,130.1,66.5,515.2,234.0,363.3,157.9,138.6,83.9,243.9,50.489999999999995,462.75,220.73000000000002,282.95,197.4,170.32,106.91,237.55,125.47,3.690125129513028,31.709249356308195,11.334413830361976,6.011869705069533,28.397243329210113,-20.010131712259373,-18.623767026773134,-21.52277616686932,2.6731214481161834
1977.0,7.0,238.5,103.9,609.3,384.8,502.3,372.2,350.8,252.1,402.0,147.7,563.63,314.47,425.88,301.66999999999996,320.56,233.1,356.75,237.20000000000005,0.5480607082630499,-29.654705484089362,8.102833419086982,22.364613476643232,17.94402179017564,23.37985215632978,9.433491390067385,8.151008151008151,12.683952347582341
1977.0,8.0,264.9,189.4,604.0,268.2,376.6,285.1,284.7,226.3,345.6,123.46,549.6400000000001,280.33000000000004,384.5,277.31,306.59000000000003,207.85,330.48,248.76999999999998,6.483900791896128,53.41001133970518,9.890109890109871,-4.327043127742321,-2.0546163849154686,2.8091305758898057,-7.139828435369726,8.876593697377926,4.575163398692812
1977.0,9.0,169.7,19.7,501.9,170.8,252.7,145.9,119.5,65.8,194.3,35.5,365.68999999999994,136.82,160.54000000000002,110.77000000000001,116.17999999999999,57.61,172.22,192.65,-11.912795224500398,-44.50704225352113,37.24739533484647,24.83555035813479,57.40625389311072,31.714363094700726,2.8576347047684694,14.216281895504249,12.82081059110441
1977.0,10.0,93.1,0.0,175.79999999999998,31.3,28.0,3.5,0.0,2.2,50.1,0.52,165.23000000000002,42.17,40.47,16.330000000000002,11.53,5.57,45.269999999999996,78.57000000000001,18.493063510245623,-100.0,6.397143375900239,-25.77661844913446,-30.81294786261428,-78.56705450091856,-100.0,-60.502692998204665,10.669317428760781
1977.0,11.0,38.7,0.0,38.6,9.2,1.0,5.8,0.1,0.0,10.1,0.0,38.260000000000005,7.94,2.04,1.85,0.53,0.39,4.91,19.46,98.86947584789311,,0.8886565603763625,15.8690176322418,-50.98039215686274,213.51351351351352,-81.13207547169812,-100.0,105.70264765784113
1977.0,12.0,3.6,0.0,14.0,2.9,0.5,0.0,0.0,0.0,0.3,0.0,7.470000000000001,3.1799999999999997,0.32999999999999996,0.01,0.0,0.0,0.51,2.3400000000000003,53.84615384615383,,87.41633199464523,-8.805031446540875,51.51515151515154,-100.0,,,-41.1764705882353
1978.0,1.0,0.0,0.0,4.6,0.9,0.3,0.0,0.0,0.0,0.3,0.0,7.74,2.58,0.61,0.02,0.0,0.0,0.47000000000000003,5.5200000000000005,-100.0,,-40.56847545219639,-65.11627906976744,-50.81967213114754,-100.0,,,-36.17021276595745
1978.0,2.0,3.4,0.0,5.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,9.54,1.8799999999999997,0.33999999999999997,0.10999999999999999,0.0,0.0,0.8,4.0600000000000005,-16.256157635467993,,-44.44444444444444,-84.04255319148936,-100.0,-100.0,,,-100.0
1978.0,3.0,23.9,0.0,27.3,4.2,5.2,0.0,0.0,0.0,9.0,0.0,49.9,10.780000000000001,4.58,1.3599999999999999,0.0,0.06999999999999999,6.090000000000001,5.39,343.41372912801484,,-45.29058116232464,-61.038961038961034,13.537117903930133,-100.0,,-100.0,47.783251231527075
1978.0,4.0,2.2,0.0,140.6,34.5,39.6,1.4,0.0,0.0,24.3,0.53,126.75,33.660000000000004,22.179999999999996,12.669999999999998,5.37,4.24,27.559999999999995,13.27,-83.42125094197438,-100.0,10.92702169625246,2.4955436720142488,78.53922452660058,-88.95027624309392,-100.0,-100.0,-11.828737300435396
1978.0,5.0,108.6,3.3000000000000003,359.8,133.0,130.7,64.2,40.9,26.7,108.6,7.839999999999999,285.18,96.92,101.02000000000001,54.81,30.670000000000005,17.05,97.89999999999999,54.05,100.92506938020351,-57.90816326530612,26.165930289641633,37.22657862154354,29.380320728568577,17.13191023535851,33.35507010107594,56.59824046920821,10.929519918283967
1978.0,6.0,160.8,53.3,502.4,242.8,321.6,201.1,170.1,91.7,249.1,50.98,461.48,220.17,291.31000000000006,191.52,166.13,104.58,239.42000000000002,131.17000000000002,22.589006632614158,4.55080423695567,8.867123168934722,10.2784212199664,10.397857952009872,5.0020885547201255,2.389694817311743,-12.315930388219542,4.043104168406974
1978.0,7.0,229.7,133.8,647.7,331.8,527.3,281.4,286.1,206.6,350.5,139.96,567.38,326.45,440.78000000000003,313.04,326.96,235.69,364.2,234.22000000000003,-1.9298095807360762,-4.4012575021434674,14.1562973668441,1.6388420891407636,19.62883978401922,-10.10733452593919,-12.496941521898691,-12.342483771055202,-3.7616694124107606
1978.0,8.0,244.5,105.7,575.1,303.7,431.4,321.2,327.8,204.7,350.5,116.67999999999999,557.19,285.63,391.24,285.54,311.26000000000005,213.82000000000002,335.46,241.66,1.1752048332367804,-9.410353102502562,3.214343401712157,6.326366278052023,10.264799100296484,12.488618057014767,5.313885497654682,-4.265269853147522,4.48339593394146
1978.0,9.0,242.8,20.9,425.7,218.1,314.8,168.1,86.2,34.800000000000004,203.2,29.640000000000004,383.89,142.32999999999998,173.49,118.1,119.42,60.129999999999995,176.64,185.36999999999998,30.981280681879507,-29.487179487179503,10.891140691343876,53.23543876905784,81.45138048302496,42.337002540220155,-27.817785965499915,-42.12539497754864,15.036231884057974
1978.0,10.0,138.9,0.2,152.0,29.4,40.9,5.9,2.3000000000000003,0.0,58.0,0.51,169.77,41.690000000000005,37.61,14.780000000000001,9.440000000000001,5.08,45.54,75.31,84.43765768158279,-60.78431372549019,-10.46710255050952,-29.479491484768538,8.747673491092792,-60.081190798376184,-75.63559322033898,-100.0,27.360562143170842
1978.0,11.0,8.6,0.0,72.2,16.4,5.9,0.0,0.0,0.0,6.5,0.0,38.480000000000004,8.25,2.05,2.4299999999999997,0.54,0.39,5.470000000000001,19.95,-56.89223057644111,,87.62993762993761,98.78787878787877,187.80487804878052,-100.0,-100.0,-100.0,18.829981718464335
1978.0,12.0,0.0,0.0,13.9,5.4,0.2,0.2,0.0,0.0,0.7000000000000001,0.0,7.99,2.98,0.32999999999999996,0.01,0.0,0.0,0.4499999999999999,2.7,-100.0,,73.9674593241552,81.20805369127518,-39.393939393939384,1900.0,,,55.5555555555556
1979.0,1.0,0.0,0.0,4.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.359999999999999,2.65,0.62,0.02,0.0,0.0,0.5,5.159999999999999,-100.0,,-44.29347826086957,-92.45283018867923,-100.0,-100.0,,,-100.0
1979.0,2.0,0.0,0.0,10.6,1.1,0.4,0.0,0.0,0.0,0.2,0.0,10.040000000000001,1.9099999999999997,0.33999999999999997,0.10999999999999999,0.0,0.0,0.78,3.2299999999999995,-100.0,,5.5776892430278755,-42.40837696335077,17.64705882352943,-100.0,,,-74.35897435897436
1979.0,3.0,6.1,0.0,45.2,8.6,5.4,4.4,0.0,0.0,4.9,0.0,49.480000000000004,10.500000000000002,4.37,1.2799999999999998,0.0,0.06999999999999999,6.67,6.44,-5.279503105590074,,-8.649959579628135,-18.095238095238113,23.569794050343255,243.75000000000009,,-100.0,-26.536731634182903
1979.0,4.0,8.6,0.1,120.5,28.9,20.7,4.6,1.3,0.0,26.7,0.51,127.77000000000001,34.010000000000005,24.669999999999998,12.61,5.35,4.24,28.32,10.82,-20.517560073937158,-80.3921568627451,-5.689911559834084,-15.024992649220833,-16.092419943250906,-63.521015067406815,-75.70093457943925,-100.0,-5.720338983050851
1979.0,5.0,78.8,8.700000000000001,237.0,84.5,94.1,64.8,36.2,24.7,103.9,7.85,291.05,102.67,108.15,59.53000000000001,34.21,19.56,101.96000000000001,59.79,31.794614484027427,10.828025477707024,-18.570692320907064,-17.697477354631346,-12.991215903837272,8.852679321350559,5.817012569424151,26.27811860940696,1.902706943899566
1979.0,6.0,183.2,57.2,458.8,211.8,272.9,148.6,102.2,76.7,222.1,51.17,466.68999999999994,220.64000000000001,294.11,192.3,169.91000000000003,106.89000000000001,240.85999999999999,134.21,36.502496088219935,11.784248583154195,-1.6906297542265594,-4.006526468455403,-7.211587501275045,-22.724908996359865,-39.85050909304927,-28.243989147721965,-7.788756954247278
1979.0,7.0,228.3,159.3,581.4,304.9,428.9,278.6,318.7,258.2,363.1,133.97,580.01,329.62,454.07,309.45,319.63,229.51999999999998,362.98,232.91,-1.9793053110643535,18.907218033888192,0.23965104049929936,-7.499544930526068,-5.543198185301829,-9.96930037162707,-0.29096142414667175,12.49564308121297,0.03305967270924143
1979.0,8.0,233.6,94.4,537.1,264.4,383.2,270.9,288.8,195.1,318.9,118.42,556.91,285.18999999999994,396.33000000000004,284.12,312.03,216.81,336.78,244.07,-4.289752939730405,-20.28373585542982,-3.557127722612262,-7.2898769241558155,-3.312895819140628,-4.652963536533869,-7.4447969746498615,-10.013375766800428,-5.309103866025298
1979.0,9.0,313.0,47.9,357.2,135.5,199.5,115.1,114.7,64.2,200.6,28.709999999999997,392.72,152.41,192.38,123.67999999999999,112.52000000000001,58.45,180.53,190.43,64.36485847818095,66.84082201323581,-9.044611937258107,-11.095072501804342,3.7010084208337695,-6.937257438551099,1.9374333451830719,9.837467921300256,11.117265828394169
1979.0,10.0,94.6,3.8,244.4,49.8,68.4,21.6,17.900000000000002,10.8,65.3,0.51,164.07,38.910000000000004,36.11,12.28,6.32,2.9699999999999998,46.239999999999995,82.91,14.099626100591001,645.0980392156863,48.96080941061743,27.987663839629896,89.4212129603988,75.89576547231273,183.22784810126583,263.6363636363637,41.21972318339101
1979.0,11.0,15.5,0.0,28.5,3.4,1.2,1.3,1.2,0.0,1.9,0.0,42.470000000000006,9.52,2.4099999999999997,2.42,0.5,0.39,6.01,19.64,-21.079429735234218,,-32.89380739345421,-64.28571428571428,-50.20746887966805,-46.280991735537185,140.0,-100.0,-68.38602329450914
1979.0,12.0,21.1,0.0,7.6,1.2000000000000002,0.1,0.0,0.0,0.0,0.3,0.0,8.700000000000001,3.5100000000000002,0.35,0.030000000000000006,0.0,0.0,0.52,2.68,687.3134328358209,,-12.643678160919555,-65.8119658119658,-71.42857142857143,-100.0,,,-42.307692307692314
1980.0,1.0,3.2,0.0,6.9,0.4,0.0,0.0,0.0,0.0,0.2,0.0,5.880000000000001,2.36,0.51,0.02,0.0,0.0,0.44000000000000006,4.5,-28.888888888888886,,17.346938775510196,-83.05084745762711,-100.0,-100.0,,,-54.545454545454554
1980.0,2.0,17.2,0.0,15.9,1.7,0.3,0.0,0.0,0.0,0.7,0.0,10.41,1.9,0.38,0.10999999999999999,0.0,0.0,0.78,3.2299999999999995,432.50773993808053,,52.73775216138329,-10.526315789473681,-21.052631578947373,-100.0,,,-10.256410256410266
1980.0,3.0,1.0,0.0,44.6,7.5,0.2,0.0,0.0,0.0,1.5,0.0,53.15,11.34,4.91,1.72,0.0,0.06999999999999999,6.960000000000001,6.09,-83.57963875205255,,-16.0865475070555,-33.86243386243386,-95.9266802443992,-100.0,,-100.0,-78.44827586206897
1980.0,4.0,35.4,2.2,87.6,20.9,15.4,3.3,0.0,0.0,26.1,0.51,127.82000000000001,34.489999999999995,25.02,12.27,4.55,3.84,28.919999999999998,10.16,248.42519685039372,331.37254901960785,-31.466124237208582,-39.40272542766019,-38.449240607513985,-73.10513447432763,-100.0,-100.0,-9.751037344398329
1980.0,5.0,27.7,4.5,336.5,128.1,119.0,73.4,53.0,13.4,102.9,6.909999999999999,287.62,101.14000000000001,105.54,58.83,32.089999999999996,20.479999999999997,101.05999999999999,61.5,-54.95934959349593,-34.87698986975397,16.994645713093664,26.65612022938499,12.753458404396431,24.76627570967195,65.16048613275166,-34.570312499999986,1.820700573916503
1980.0,6.0,130.3,20.9,607.1,239.3,398.4,154.8,133.8,83.6,228.8,49.43,465.78000000000003,222.47000000000003,297.61,186.36,160.87,102.55999999999999,240.05,145.46,-10.422109170906088,-57.717985029334415,30.340504100648367,7.565064952577867,33.86646954067402,-16.934964584674823,-16.827251818238327,-18.48673946957878,-4.686523640908144
1980.0,7.0,283.0,128.0,730.0,425.2,619.5,368.6,373.8,276.3,432.2,137.37,571.6,325.57000000000005,445.61,306.57000000000005,323.66,238.11999999999998,363.25,233.14000000000001,21.386291498670317,-6.820994394700447,27.71168649405178,30.601713917129935,39.022912412199,20.233551880484054,15.491565222764624,16.03393247102303,18.981417756366138
1980.0,8.0,267.5,65.6,656.7,359.2,532.2,382.2,400.3,252.9,402.2,116.41000000000001,550.45,280.46,392.83000000000004,283.8,305.48,210.91,333.82,238.57,12.126419918682151,-43.64745296795809,19.30238895449178,28.075304856307497,35.478451238449196,34.67230443974629,31.03967526515647,19.908965909629707,20.484093223893115
1980.0,9.0,169.4,22.1,510.4,193.7,275.8,184.3,171.8,103.5,235.0,28.639999999999997,387.56,151.25,192.8,124.2,110.46,57.85,183.0,204.03,-16.97299416752438,-22.835195530726242,31.69573743420373,28.066115702479333,43.04979253112033,48.38969404186796,55.53141408654718,78.91097666378565,28.415300546448087
1980.0,10.0,130.3,6.4,164.8,28.0,39.2,8.3,7.300000000000001,0.7,56.2,0.89,169.36999999999998,38.57,37.85,12.63,6.28,3.7700000000000005,49.34,87.62,48.71034010499886,619.1011235955057,-2.6982346342327244,-27.404718693284934,3.566710700132104,-34.283452098178934,16.242038216560516,-81.43236074270557,13.90352655046615
1980.0,11.0,21.9,0.0,43.5,5.1,4.8,0.0,0.0,0.0,9.1,0.0,41.089999999999996,9.330000000000002,2.4699999999999998,2.55,0.62,0.39,6.02,18.38,19.1512513601741,,5.865174008274529,-45.33762057877815,94.33198380566803,-100.0,-100.0,-100.0,51.162790697674424
1980.0,12.0,19.1,0.0,18.5,2.0,0.9,0.0,0.0,0.0,1.4,0.0,8.860000000000001,3.59,0.36,0.030000000000000006,0.0,0.0,0.5399999999999999,4.29,345.22144522144526,,108.80361173814896,-44.28969359331476,150.00000000000003,-100.0,,,159.25925925925927
1981.0,1.0,3.9,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,6.470000000000001,2.2199999999999998,0.45,0.02,0.0,0.0,0.44000000000000006,4.81,-18.918918918918916,,-75.27047913446677,-100.0,-100.0,-100.0,,,-9.090909090909099
1981.0,2.0,28.9,0.0,18.6,1.2,1.1,0.0,0.0,0.0,3.2,0.0,11.919999999999998,2.0599999999999996,0.41,0.10999999999999999,0.0,0.0,0.8400000000000001,4.63,524.1900647948164,,56.04026845637588,-41.74757281553397,168.29268292682934,-100.0,,,280.95238095238096
1981.0,3.0,3.1,0.0,23.8,4.2,1.1,0.6,0.0,0.0,4.9,0.0,56.7,11.870000000000001,4.9,1.72,0.0,0.06999999999999999,7.0200000000000005,5.74,-45.99303135888502,,-58.0246913580247,-64.61668070766639,-77.55102040816327,-65.11627906976744,,-100.0,-30.1994301994302
1981.0,4.0,44.8,1.5,225.5,59.8,73.3,13.5,2.0,0.0,57.6,0.7300000000000001,122.92999999999999,32.05,24.83,12.010000000000002,4.38,3.8299999999999996,29.5,13.14,240.9436834094368,105.47945205479449,83.43772878874157,86.58346333853355,195.2074103906565,12.406328059950027,-54.337899543378995,-100.0,95.2542372881356
1981.0,5.0,85.1,1.8,282.2,72.3,68.5,45.9,45.8,42.3,98.7,6.92,295.41999999999996,103.47999999999999,105.27000000000001,58.25,32.54,20.55,99.79,56.46999999999999,50.6994864529839,-73.98843930635839,-4.474984767449723,-30.131426362582136,-34.929229600076,-21.201716738197426,40.749846342962506,105.83941605839414,-1.0922938170157364
1981.0,6.0,296.7,34.9,488.4,244.5,342.5,219.3,191.0,123.3,295.4,44.8,482.51000000000005,224.74,307.84,182.88,156.94,102.47999999999999,238.77000000000004,146.11,103.06618301279855,-22.098214285714285,1.2207000891173092,8.79238230844531,11.259095634095644,19.914698162729668,21.70256148846693,20.31615925058549,23.71738493110522
1981.0,7.0,304.5,103.0,605.5,345.6,494.6,312.0,362.2,254.1,390.1,135.3,587.8299999999999,334.71000000000004,462.61,311.74,325.91999999999996,240.53000000000003,368.40999999999997,236.33999999999997,28.839807057628853,-23.872875092387293,3.005971114097626,3.2535627856950753,6.9151120814509,0.08340283569641076,11.131566028473255,5.641707895065049,5.887462338155874
1981.0,8.0,300.4,182.0,581.8,277.9,338.9,241.5,308.1,166.1,337.4,109.28,555.8199999999999,285.13,401.1,292.74,310.48999999999995,214.08,337.65999999999997,239.88999999999996,25.224061027971167,66.54465592972181,4.6741750926559,-2.5356854768000625,-15.50735477437049,-17.50358680057389,-0.7697510386807723,-22.412182361733937,-0.07700053308061096
1981.0,9.0,213.4,56.5,389.4,129.3,194.2,95.9,114.7,33.7,173.4,29.689999999999998,396.15999999999997,153.51,198.95999999999998,125.59,111.52000000000001,61.15,185.28,200.36999999999998,6.502969506413152,90.29976423038062,-1.7063812600969281,-15.770959546609328,-2.3924406915962964,-23.64041723067123,2.851506456241026,-44.88961569910057,-6.411917098445594
1981.0,10.0,59.7,0.1,230.5,45.2,31.3,3.9,0.0,0.0,36.3,1.45,172.63000000000002,38.61,40.13,11.850000000000001,5.81,3.18,51.11,94.2,-36.624203821656046,-93.10344827586206,33.5225627063662,17.06811706811708,-22.003488661848994,-67.08860759493672,-100.0,-100.0,-28.976716885149685
1981.0,11.0,25.0,0.0,44.7,9.2,0.4,0.0,0.0,0.0,10.2,0.0,43.94,9.61,2.8099999999999996,2.55,0.62,0.39,6.8,19.64,27.291242362525452,,1.7296313154301437,-4.266389177939648,-85.76512455516014,-100.0,-100.0,-100.0,49.99999999999999
1981.0,12.0,4.8,0.0,6.8,1.1,0.0,0.0,0.0,0.0,0.5,0.0,9.290000000000001,3.1500000000000004,0.27,0.030000000000000006,0.0,0.0,0.62,5.95,-19.32773109243698,,-26.80301399354145,-65.07936507936508,-100.0,-100.0,,,-19.35483870967742
1982.0,1.0,0.0,0.0,20.7,6.4,0.8,0.0,0.0,0.0,0.7000000000000001,0.0,6.12,1.81,0.33,0.02,0.0,0.0,0.42000000000000004,3.13,-100.0,,238.23529411764702,253.59116022099445,142.42424242424244,-100.0,,,66.66666666666666
1982.0,2.0,11.8,0.0,8.299999999999999,0.4,0.3,0.0,0.0,0.0,1.7000000000000002,0.0,12.989999999999998,1.97,0.52,0.10999999999999999,0.0,0.0,1.1,6.640000000000001,77.71084337349397,,-36.104695919938415,-79.69543147208121,-42.307692307692314,-100.0,,,54.545454545454554
1982.0,3.0,4.6,0.0,115.9,28.1,12.4,0.0,0.0,0.0,8.200000000000001,0.0,54.35,11.59,4.85,1.7799999999999998,0.0,0.06999999999999999,6.840000000000001,5.58,-17.562724014336926,,113.24747010119596,142.45038826574634,155.67010309278353,-100.0,,-100.0,19.883040935672515
1982.0,4.0,18.7,0.0,136.2,28.3,22.1,2.6,3.4000000000000004,0.0,26.3,0.8800000000000001,133.93,34.98,31.1,13.35,4.58,3.8299999999999996,33.239999999999995,16.04,16.583541147132173,-100.0,1.6949152542372745,-19.096626643796448,-28.938906752411576,-80.52434456928839,-25.764192139737986,-100.0,-20.878459687123932
1982.0,5.0,46.2,2.1,295.4,130.5,113.9,92.7,32.1,11.6,125.0,6.82,294.2,103.97,104.97999999999999,60.90000000000001,36.11,24.53,103.35,61.73,-25.15794589340676,-69.20821114369502,0.4078857919782422,25.516976050783878,8.496856544103656,52.216748768472875,-11.10495707560232,-52.71096616388097,20.948234155781332
1982.0,6.0,58.5,72.3,489.9,166.8,193.8,109.5,87.0,47.2,187.9,46.230000000000004,480.21000000000004,221.69,307.1,180.42000000000002,155.04000000000002,102.88,241.7,164.93,-64.53040683926514,56.391953277092774,2.017867183107378,-24.759799720330186,-36.89352002605015,-39.308280678417034,-43.88544891640868,-54.1213063763608,-22.258998758791883
1982.0,7.0,223.2,103.8,626.3,345.8,458.7,330.8,306.8,256.6,371.6,131.26,589.24,341.31000000000006,470.80999999999995,314.46,328.28000000000003,242.71999999999997,372.18,243.25,-8.242548818088391,-20.920310833460302,6.289457606408246,1.3155196155987083,-2.5721628682483293,5.196209374801257,-6.543194833678571,5.718523401450253,-0.15583857273361923
1982.0,8.0,254.7,122.2,641.1,268.0,456.2,207.0,206.8,147.1,297.9,111.19000000000001,562.87,287.25,398.19,292.52000000000004,310.66,209.07,338.77,237.91,7.057290572065063,9.901969601582868,13.898413488016775,-6.70147954743255,14.568422110047965,-29.235607821687417,-33.43204789802356,-29.64079016597312,-12.064232370044575
1982.0,9.0,202.8,31.7,434.0,144.0,221.0,92.1,86.1,42.0,156.4,34.08,394.28999999999996,148.15,197.78,119.52000000000001,107.98999999999998,54.39,181.85,198.95,1.9351595878361512,-6.983568075117369,10.071267341297025,-2.8012149848126935,11.740317524522196,-22.9417670682731,-20.270395406982118,-22.77992277992278,-13.995050866098428
1982.0,10.0,115.3,0.0,189.3,51.6,51.9,26.3,16.9,4.5,49.7,1.44,177.0,37.61,40.910000000000004,10.13,5.38,2.5100000000000002,49.71,90.33000000000001,27.64308646075499,-100.0,6.949152542372889,37.197553842063286,26.863847470056207,159.6248766041461,214.1263940520446,79.2828685258964,-0.020116676725001024
1982.0,11.0,9.6,0.0,59.4,12.4,3.3,5.2,2.2,1.1,5.6,0.0,45.010000000000005,9.8,2.6900000000000004,2.0,0.6100000000000001,0.27,7.209999999999999,21.509999999999998,-55.36959553695955,,31.97067318373693,26.530612244897956,22.676579925650532,160.0,260.655737704918,307.4074074074074,-22.330097087378636
