Year,Month,CAISO,NWPP,ERCOT,MISO,SPP,PJM,NYPP,NEPOOL,CONUS,NWPP_Rolling_Avg,ERCOT_Rolling_Avg,MISO_Rolling_Avg,SPP_Rolling_Avg,PJM_Rolling_Avg,NYPP_Rolling_Avg,NEPOOL_Rolling_Avg,CONUS_Rolling_Avg,CAISO_Rolling_Avg,CAISO_pct_diff,NWPP_pct_diff,ERCOT_pct_diff,MISO_pct_diff,SPP_pct_diff,PJM_pct_diff,NYPP_pct_diff,NEPOOL_pct_diff,CONUS_pct_diff
1961.0,6.0,142.4,120.5,438.8,198.4,250.5,155.6,173.0,102.6,238.5,52.1,532.0,213.0,283.0,161.6,185.2,122.8,252.0,159.0,-10.44025157232704,131.28598848368523,-17.5187969924812,-6.854460093896711,-11.484098939929329,-3.7128712871287126,-6.587473002159822,-16.449511400651467,-5.357142857142857
1961.0,7.0,260.0,186.6,527.2,294.8,388.6,292.9,352.0,207.7,353.8,230.7,605.1,311.2,387.3,246.6,282.3,196.5,349.5,262.0,-0.7633587786259541,-19.11573472041612,-12.873905139646336,-5.269922879177371,0.33565711334882814,18.77534468775344,24.690046050301092,5.6997455470737854,1.230329041487843
1961.0,8.0,250.2,211.3,514.7,279.6,360.1,260.7,315.1,194.3,326.3,106.7,569.8,299.0,395.5,297.4,283.5,185.5,343.0,204.0,22.647058823529406,98.03186504217433,-9.670059670059656,-6.488294314381263,-8.950695322376733,-12.340282447881638,11.14638447971782,4.743935309973052,-4.8688046647230285
1961.0,9.0,142.7,13.2,384.2,187.2,167.4,226.0,266.5,163.0,227.1,32.7,415.9,193.9,226.6,128.8,93.5,52.1,195.6,214.9,-33.59702187063751,-59.63302752293579,-7.622024525126229,-3.455389375967002,-26.125330979699907,75.46583850931675,185.02673796791444,212.85988483685225,16.10429447852761
1961.0,10.0,91.8,1.8,154.1,32.7,31.1,8.4,34.0,7.5,46.3,1.3,228.3,48.1,52.1,8.6,16.5,1.3,45.5,60.7,51.235584843492575,38.46153846153846,-32.50109505037233,-32.016632016632016,-40.30710172744721,-2.3255813953488293,106.06060606060606,476.9230769230769,1.758241758241752
1961.0,11.0,10.8,0.0,18.4,7.5,1.6,6.1,3.7,0.9,6.4,0.0,50.8,6.1,3.1,0.0,0.0,0.0,4.1,0.8,1250.0,,-63.77952755905512,22.950819672131153,-48.387096774193544,inf,inf,inf,56.09756097560978
1961.0,12.0,0.0,0.0,8.3,3.1,0.2,0.0,0.0,0.0,0.8,0.0,6.5,1.1,0.0,0.0,0.0,0.0,0.2,1.5,-100.0,,27.692307692307704,181.8181818181818,inf,,,,300.00000000000006
1962.0,1.0,5.0,0.0,0.5,1.7,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,3.6333333333333333,1.1333333333333333,0.2333333333333333,0.19999999999999998,0.0,0.0,0.5,3.7000000000000006,35.135135135135116,,-86.23853211009175,50.0,-100.0,-100.0,,,20.000000000000018
1962.0,2.0,0.1,0.0,30.8,8.0,0.9,0.0,0.0,0.0,1.2000000000000002,0.0,13.866666666666667,2.0,0.5,0.0,0.0,0.0,0.9333333333333332,0.6666666666666666,-85.0,,122.1153846153846,300.0,80.0,,,,28.571428571428605
1962.0,3.0,0.0,0.0,19.7,3.3,2.2,0.8,0.4,0.0,1.8,0.0,47.55,9.75,2.8,0.25,0.0,0.0,7.7,5.1,-100.0,,-58.569926393270244,-66.15384615384615,-21.428571428571416,220.00000000000003,inf,,-76.62337662337663
1962.0,4.0,31.4,0.7000000000000001,106.1,29.8,22.6,25.4,14.1,0.7,47.9,0.15000000000000002,135.85,31.5,34.2,23.45,4.85,0.05,38.7,30.15,4.1459369817578775,366.66666666666663,-21.899153478100846,-5.3968253968253945,-33.918128654970765,8.31556503198294,190.7216494845361,1299.9999999999998,23.772609819121435
1962.0,5.0,25.6,2.2,328.5,172.9,225.0,138.5,85.9,27.6,144.0,7.0,306.0,76.55,91.55000000000001,28.25,19.7,10.05,78.0,35.2,-27.272727272727277,-68.57142857142857,7.352941176470589,125.86544741998695,145.7673402512288,390.2654867256637,336.04060913705587,174.62686567164178,84.61538461538461
1962.0,6.0,91.7,44.6,439.1,224.6,269.9,193.0,210.6,105.5,233.1,86.3,485.4,205.7,266.75,158.6,179.1,112.69999999999999,245.25,150.7,-39.1506303915063,-48.319814600231744,-9.53852492789451,9.188138065143416,1.1808809746953992,21.689785624211858,17.587939698492463,-6.388642413487125,-4.954128440366975
1962.0,7.0,155.8,124.8,594.1,289.2,425.3,215.6,252.6,131.4,303.3,208.64999999999998,566.1500000000001,303.0,387.95000000000005,269.75,317.15,202.1,351.65,261.0,-40.30651340996168,-40.18691588785046,4.936854190585521,-4.5544554455445585,9.627529320788751,-20.074142724745137,-20.35314519943244,-34.98268184067293,-13.74946679937437
1962.0,8.0,220.0,80.4,617.2,298.7,421.7,240.8,220.3,138.9,309.4,159.0,542.25,289.3,377.8,279.04999999999995,299.3,189.9,334.65,227.1,-3.1263760457948013,-49.433962264150935,13.822037805440305,3.249222260629097,11.619904711487553,-13.707220928149058,-26.39492148346141,-26.856240126382307,-7.5451964739279855
1962.0,9.0,132.3,27.1,403.7,134.4,156.4,72.9,66.7,36.4,151.0,22.950000000000003,400.04999999999995,190.55,197.0,177.4,180.0,107.55,211.35,178.8,-26.006711409395972,18.082788671023955,0.9123859517560392,-29.467331409078984,-20.60913705583756,-58.906426155580604,-62.94444444444445,-66.15527661552767,-28.55453039981074
1962.0,10.0,33.8,2.3,257.5,72.7,77.7,22.0,9.4,1.5,57.9,1.55,191.2,40.400000000000006,41.6,8.5,25.25,4.4,45.9,76.25,-55.67213114754098,48.38709677419353,34.67573221757323,79.95049504950494,86.77884615384616,158.8235294117647,-62.772277227722775,-65.90909090909092,26.143790849673206
1962.0,11.0,6.4,0.0,16.8,1.1,0.4,0.0,0.0,0.0,8.3,0.0,34.599999999999994,6.8,2.35,3.05,1.85,0.45,5.25,5.800000000000001,10.34482758620689,,-51.4450867052023,-83.8235294117647,-82.97872340425533,-100.0,-100.0,-100.0,58.09523809523811
1962.0,12.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.7,0.0,7.4,2.1,0.1,0.0,0.0,0.0,0.5,0.75,-100.0,,-81.08108108108108,-100.0,-100.0,,,,39.99999999999999
1963.0,1.0,0.7,0.0,1.6,0.3,0.2,0.0,0.0,0.0,0.0,0.0,2.85,1.275,0.175,0.15,0.0,0.0,0.525,4.025,-82.6086956521739,,-43.859649122807014,-76.47058823529412,14.285714285714299,-100.0,,,-100.0
1963.0,2.0,15.9,0.0,3.3,0.4,0.0,0.0,0.0,0.0,4.1,0.0,18.1,3.5,0.6000000000000001,0.0,0.0,0.0,1.0,0.525,2928.5714285714284,,-81.76795580110497,-88.57142857142858,-100.0,,,,309.99999999999994
1963.0,3.0,0.4,0.0,68.0,19.0,17.1,0.1,0.0,0.0,7.6,0.0,38.266666666666666,7.6000000000000005,2.6,0.43333333333333335,0.13333333333333333,0.0,5.733333333333333,3.4,-88.23529411764706,,77.70034843205576,149.99999999999997,557.6923076923077,-76.92307692307693,-100.0,,32.558139534883715
1963.0,4.0,1.7999999999999998,0.0,212.4,55.7,53.2,11.5,0.8999999999999999,0.0,25.6,0.3333333333333333,125.93333333333334,30.933333333333337,30.333333333333332,24.099999999999998,7.933333333333333,0.26666666666666666,41.766666666666666,30.566666666666663,-94.1112322791712,-100.0,68.66066701958708,80.06465517241378,75.3846153846154,-52.28215767634854,-88.65546218487395,-100.0,-38.707102952913004
1963.0,5.0,23.0,18.2,332.6,102.9,150.6,36.4,32.8,16.0,96.7,5.3999999999999995,313.5,108.66666666666667,136.03333333333333,65.0,41.76666666666667,15.9,100.0,32.0,-28.125,237.03703703703707,6.092503987240836,-5.306748466257668,10.708159764763536,-44.0,-21.468475658419813,0.6289308176100606,-3.299999999999997
1963.0,6.0,72.4,36.8,497.0,269.7,376.1,188.4,178.0,131.2,219.0,72.39999999999999,469.9666666666667,212.0,267.8,170.06666666666666,189.6,110.3,241.20000000000002,131.03333333333333,-44.74688374459424,-49.17127071823204,5.752181005745081,27.216981132075468,40.440627333831216,10.780086240689931,-6.1181434599156095,18.94832275611967,-9.203980099502495
1963.0,7.0,177.7,82.3,629.0,342.7,484.1,295.8,329.0,251.9,345.6,180.70000000000002,575.4666666666667,298.40000000000003,400.40000000000003,251.70000000000002,295.6333333333333,178.53333333333333,335.53333333333336,225.9333333333333,-21.348480377692532,-54.45489762036525,9.302594995366075,14.84584450402143,20.904095904095897,17.520858164481524,11.286503551696924,41.09410007468261,3.0001986886548764
1963.0,8.0,223.3,118.4,638.2,271.7,431.0,192.7,213.9,138.0,276.2,132.79999999999998,567.2333333333333,292.43333333333334,392.43333333333334,266.3,272.9666666666667,172.9,326.23333333333335,224.73333333333335,-0.6377929397804822,-10.84337349397589,12.511018393371339,-7.0899350279265985,9.827571562048755,-27.638002253098016,-21.6387837342777,-20.185078079814925,-15.336671094308784
1963.0,9.0,263.3,74.7,440.3,147.3,223.7,67.0,67.4,26.6,160.0,24.333333333333332,401.26666666666665,171.83333333333334,183.46666666666667,142.5666666666667,142.23333333333332,83.83333333333333,191.23333333333335,163.29999999999998,61.23698714023272,206.98630136986304,9.727529489948504,-14.27740058195926,21.929505813953483,-53.0044423661445,-52.613077103351294,-68.27037773359841,-16.332578002440307
1963.0,10.0,79.1,7.0,241.6,80.5,127.7,16.7,24.7,25.2,62.0,1.8,213.29999999999998,51.166666666666664,53.63333333333333,13.0,19.966666666666665,3.4333333333333336,49.9,62.1,27.375201288244753,288.88888888888886,13.267698077824667,57.32899022801303,138.09819763828463,28.461538461538456,23.70617696160268,633.9805825242718,24.24849699398798
1963.0,11.0,10.0,0.0,46.3,7.5,3.4,0.0,0.0,0.0,4.1000000000000005,0.0,28.666666666666668,4.8999999999999995,1.7000000000000002,2.033333333333333,1.2333333333333334,0.3,6.266666666666667,6.0,66.66666666666666,,61.51162790697673,53.06122448979593,99.99999999999997,-100.0,-100.0,-100.0,-34.574468085106375
1963.0,12.0,5.7,0.0,0.8999999999999999,0.2,0.0,0.0,0.0,0.0,0.1,0.0,5.3999999999999995,1.4000000000000001,0.06666666666666667,0.0,0.0,0.0,0.5666666666666667,0.5,1040.0,,-83.33333333333334,-85.71428571428572,-100.0,,,,-82.3529411764706
1964.0,1.0,0.5,0.0,2.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.0799999999999998,0.18,0.12,0.0,0.0,0.42000000000000004,3.3600000000000003,-85.11904761904762,,-3.8461538461538494,-81.4814814814815,-100.0,-100.0,,,-100.0
1964.0,2.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14,2.88,0.4800000000000001,0.0,0.0,0.0,1.6199999999999999,3.6,-88.8888888888889,,-98.01849405548217,-100.0,-100.0,,,,-100.0
1964.0,3.0,7.5,0.0,23.6,4.9,0.6,0.2,0.0,0.0,2.6,0.0,45.7,10.45,6.2250000000000005,0.35000000000000003,0.1,0.0,6.2,2.65,183.0188679245283,,-48.35886214442014,-53.11004784688994,-90.36144578313254,-42.85714285714286,-100.0,,-58.06451612903226
1964.0,4.0,21.8,0.0,172.8,42.3,52.6,7.3,1.5,0.0,21.5,0.25,147.55,37.125,36.05,20.95,6.175,0.19999999999999998,37.725,23.375,-6.7379679144385,-100.0,17.112843104032528,13.939393939393932,45.90846047156728,-65.15513126491646,-75.7085020242915,-100.0,-43.00861497680583
