Year,Month,CAISO,ERCOT,MISO,NEPOOL,NWPP,NYPP,PJM,SPP,CONUS,CAISO_RollingAvg,ERCOT_RollingAvg,MISO_RollingAvg,NEPOOL_RollingAvg,NWPP_RollingAvg,NYPP_RollingAvg,PJM_RollingAvg,SPP_RollingAvg,CONUS_RollingAvg
1972,6,156.1,490.1,203.3,51.300000000000004,36.9,123.1,118.6,322.6,199.2,91.13000000000001,474.9599999999999,234.2,109.28,44.73,188.98999999999998,203.70999999999998,302.63,232.63000000000002
1972,7,290.6,549.6,287.0,234.7,145.4,337.5,309.3,405.5,360.2,210.99,601.97,319.07,216.92999999999998,143.04000000000002,319.12,291.69,459.36,351.46999999999997
1972,8,286.8,560.6,275.3,171.4,146.6,290.4,262.3,399.5,325.0,262.33000000000004,582.6400000000001,273.86,176.56,129.10999999999999,282.51,248.7,386.56,315.31
1972,9,159.0,454.6,159.4,55.2,23.7,120.2,102.10000000000001,208.2,172.2,183.81,399.23,144.75,55.75,34.05,118.87,110.72999999999999,178.02,168.82999999999998
1972,10,56.2,192.7,41.2,0.1,0.0,0.2,1.5,34.8,38.2,88.34,169.03,45.53,7.2,1.1800000000000002,13.05,15.25,50.08,45.059999999999995
1972,11,5.3,13.0,5.2,0.0,0.0,0.0,0.2,0.0,1.9,14.84,46.36,7.19,0.12,0.0,0.05,0.6599999999999999,4.029999999999999,3.72
1972,12,6.7,1.3,2.3000000000000003,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,2.2399999999999998,10.31,3.12,0.0,0.0,0.0,0.030000000000000006,0.5399999999999999,0.55
1973,1,2.5,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,7.609999999999999,1.86,0.0,0.0,0.0,0.0,0.6799999999999999,0.31000000000000005
1973,2,0.4,1.7999999999999998,0.30000000000000004,0.0,0.0,0.0,0.0,0.1,0.1,5.029999999999999,3.79,0.9,0.0,0.0,0.0,0.0,0.06999999999999999,0.7499999999999999
1973,3,0.0,39.5,11.700000000000001,0.0,0.0,0.0,1.2,0.6,2.9,6.3,42.31,7.99,0.0,0.0,0.0,0.29000000000000004,5.62,5.27
1973,4,14.5,93.1,22.6,3.3000000000000003,0.0,7.0,10.9,14.3,21.3,16.78,169.81,41.230000000000004,0.41,0.04,1.81,5.07,32.63,22.83
1973,5,73.1,259.1,63.3,9.5,21.299999999999997,10.4,20.9,71.6,86.2,50.4,297.88,98.58,13.77,9.36,37.839999999999996,49.269999999999996,118.23999999999998,92.64
1973,6,184.0,418.2,238.3,142.4,59.800000000000004,192.4,238.5,288.5,273.4,97.57000000000001,480.06000000000006,232.07,103.85999999999999,43.96,180.24,196.27,307.9,229.24
1973,7,200.6,560.4,334.6,249.4,144.1,325.6,327.4,407.5,375.4,224.47000000000003,597.5200000000001,318.85,227.26,145.1,327.61,301.06,457.38,357.15999999999997
1973,8,208.5,506.8,305.6,269.7,100.3,340.5,333.1,391.5,362.4,269.01000000000005,576.98,271.52,179.81,135.73,289.52,250.85,384.34,316.87
1973,9,131.2,387.1,167.1,70.1,25.9,132.5,157.6,159.9,196.2,186.48,404.32000000000005,147.25,57.629999999999995,33.71,124.22,113.65,183.2,170.95
1973,10,69.60000000000001,201.9,66.2,2.6999999999999997,0.2,12.0,23.599999999999998,56.6,58.800000000000004,90.58000000000001,162.55,42.38,7.0600000000000005,0.95,12.129999999999999,13.2,45.790000000000006,43.089999999999996
1973,11,4.6,102.4,23.7,0.0,0.0,0.0,0.7000000000000001,6.6,7.3,14.729999999999999,45.980000000000004,7.6,0.12,0.0,0.05,0.6799999999999999,3.9899999999999998,3.08
1973,12,6.3,6.800000000000001,1.4,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,2.91,10.3,3.35,0.0,0.0,0.0,0.030000000000000006,0.5399999999999999,0.51
1974,1,0.5,11.799999999999999,6.6,0.0,0.0,0.0,0.1,0.39999999999999997,1.1,4.27,7.719999999999999,1.8299999999999996,0.0,0.0,0.0,0.0,0.6599999999999999,0.31000000000000005
1974,2,1.4,19.2,2.9,0.0,0.0,0.0,0.0,0.2,0.5,3.4800000000000004,3.6400000000000006,0.89,0.0,0.0,0.0,0.0,0.07999999999999999,0.35
1974,3,2.6999999999999997,145.6,30.6,0.0,0.0,0.0,2.0,19.9,12.6,6.26,39.46,7.260000000000001,0.0,0.0,0.0,0.4,3.9699999999999998,4.8
1974,4,17.9,138.6,33.8,5.1,0.30000000000000004,7.3999999999999995,19.8,26.9,33.4,18.05,157.88,37.92,0.74,0.04,2.42,5.010000000000001,28.740000000000002,22.4
1974,5,46.6,372.8,107.7,14.4,3.3,22.3,48.3,161.20000000000002,103.8,55.410000000000004,290.53000000000003,94.62,13.12,9.67,35.6,47.720000000000006,110.34,91.59
1974,6,152.4,439.4,160.4,70.7,81.2,127.10000000000001,120.0,232.29999999999998,208.2,108.72999999999999,472.18,228.93,104.97999999999999,46.260000000000005,181.68,201.28000000000003,299.14,234.68
1974,7,240.4,591.6,350.3,217.9,118.9,336.4,310.3,516.2,356.7,226.76,590.6600000000001,318.04,227.01,151.28,327.27,304.21999999999997,449.71999999999997,360.14
1974,8,206.5,525.6,243.5,210.0,104.1,314.3,268.6,307.0,317.0,267.53000000000003,563.84,274.90999999999997,192.98,133.92000000000002,302.17999999999995,264.89,380.39,325.49
1974,9,197.4,247.8,85.0,55.1,53.1,95.0,87.7,64.0,159.7,173.27,399.0,149.23000000000002,61.98,28.830000000000002,130.73000000000002,122.71,176.82,174.57
1974,10,81.4,161.3,23.5,0.4,0.30000000000000004,0.8,5.800000000000001,24.2,46.3,89.63000000000001,158.57999999999998,40.95,4.8100000000000005,0.27,10.86,13.89,38.67999999999999,42.769999999999996
1974,11,21.6,38.7,9.8,1.0,0.0,1.5,7.3,2.6,7.3,14.190000000000001,51.589999999999996,9.219999999999999,0.12,0.0,0.05,0.75,4.3100000000000005,3.4
1974,12,0.4,8.6,4.4,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,2.97,10.89,3.4699999999999998,0.0,0.0,0.0,0.030000000000000006,0.5399999999999999,0.53
1975,1,7.1,24.0,5.2,0.0,0.0,0.0,0.1,1.3,0.8,4.27,8.65,2.4699999999999998,0.0,0.0,0.0,0.01,0.7,0.42000000000000004
1975,2,0.0,4.5,3.8,0.0,0.0,0.0,0.1,0.0,0.6000000000000001,3.5800000000000005,5.529999999999999,1.1800000000000002,0.0,0.0,0.0,0.0,0.1,0.39999999999999997
1975,3,0.1,47.0,11.8,0.0,0.0,0.0,0.0,2.3,2.5,5.779999999999999,51.660000000000004,9.83,0.0,0.0,0.0,0.5800000000000001,5.9,5.8
1975,4,0.5,144.3,29.6,0.0,0.0,0.0,2.7,37.0,12.700000000000001,17.659999999999997,154.45999999999998,37.07,1.25,0.07,3.0100000000000002,6.26,26.169999999999998,23.589999999999996
1975,5,46.0,291.7,125.0,39.9,4.5,62.0,100.0,97.7,123.6,58.03000000000001,294.48,92.09,10.62,9.18,29.170000000000005,43.989999999999995,108.47999999999999,91.1
1975,6,79.2,457.5,231.6,105.7,25.7,149.5,216.5,273.4,236.7,117.28,467.66,220.07,102.04,52.410000000000004,175.12,191.09,290.2,232.02999999999997
1975,7,200.1,528.3,323.3,282.0,163.6,315.1,315.1,407.6,362.8,231.07000000000002,586.4,317.88,228.69,149.35,329.84000000000003,304.27000000000004,447.93999999999994,360.39
1975,8,182.8,540.6,306.2,210.79999999999998,61.9,283.4,340.7,424.9,345.8,266.29,553.4,272.61,206.76,136.01,311.0,270.91999999999996,373.66999999999996,330.38
1975,9,207.4,316.3,95.6,22.7,44.0,38.1,63.8,129.4,144.6,180.95999999999998,382.67,142.49,62.470000000000006,33.720000000000006,127.29,120.28,163.51,175.1
1975,10,51.2,187.1,44.7,4.6,2.1,11.700000000000001,21.5,61.300000000000004,50.5,85.7,166.28,41.839999999999996,4.84,0.26000000000000006,10.77,14.379999999999999,39.58,43.269999999999996
1975,11,10.9,63.0,15.0,1.7,0.0,3.3000000000000003,4.7,4.0,10.1,14.89,47.14,8.68,0.22000000000000003,0.0,0.2,1.44,3.5699999999999994,3.8600000000000003
1975,12,1.8,18.6,2.7,0.0,0.0,0.0,0.0,0.6,0.5,3.0,9.66,3.4299999999999997,0.0,0.0,0.0,0.01,0.4,0.53
1976,1,11.6,3.3000000000000003,0.2,0.0,0.0,0.0,0.0,0.1,0.4,4.3,9.41,2.84,0.0,0.0,0.0,0.02,0.74,0.4800000000000001
1976,2,1.1,41.9,4.3,0.0,0.0,0.0,0.8999999999999999,2.0,0.9,3.3600000000000003,5.58,1.4,0.0,0.0,0.0,0.01,0.1,0.4299999999999999
1976,3,8.0,80.9,16.1,0.0,0.0,0.0,1.5,8.8,7.7,5.68,53.64,10.540000000000001,0.0,0.0,0.0,0.5800000000000001,6.109999999999999,5.95
1976,4,6.0,108.7,38.5,24.1,1.6,20.4,44.300000000000004,25.900000000000002,44.9,13.969999999999999,148.32,34.9,1.25,0.06000000000000001,2.95,6.42,23.729999999999997,22.259999999999998
1976,5,54.5,180.5,49.8,10.8,5.5,12.8,33.400000000000006,45.4,85.6,59.3,291.90999999999997,90.78,11.819999999999999,9.41,26.670000000000005,43.67,102.13,92.24
1976,6,176.5,425.0,210.9,199.5,25.9,222.6,228.9,255.5,260.2,121.50999999999999,464.01000000000005,222.46000000000004,100.79,52.27,172.96,196.76000000000002,288.24,236.88999999999996
1976,7,216.79999999999998,488.6,325.6,195.9,112.6,276.6,269.7,398.7,328.8,235.79000000000002,576.61,321.45,239.88000000000002,148.92000000000002,334.49,310.82,443.05,364.35
1976,8,183.6,540.4,268.5,183.7,61.9,268.3,219.6,396.7,282.9,258.65999999999997,549.6,277.74,207.74,129.73,312.8,280.68,377.53,334.15999999999997
1976,9,186.20000000000002,352.5,127.0,38.8,27.0,87.2,74.7,179.3,139.3,191.70999999999998,368.37,136.66,57.75,37.63,117.96,111.55999999999999,156.43,173.15
1976,10,128.3,59.5,16.8,3.6,1.3,1.5999999999999999,5.7,24.400000000000002,37.4,76.29,172.18,43.39,5.29,0.39,11.53,16.0,41.129999999999995,44.260000000000005
1976,11,63.0,5.5,1.0,0.0,0.0,0.0,0.0,0.4,7.7,15.59,45.220000000000006,8.89,0.39,0.0,0.53,1.9100000000000001,3.3299999999999996,4.42
1976,12,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6100000000000003,9.82,3.59,0.0,0.0,0.0,0.01,0.44000000000000006,0.58
1977,1,2.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38,9.370000000000001,2.77,0.0,0.0,0.0,0.02,0.73,0.51
1977,2,13.2,4.7,1.3,0.0,0.0,0.0,0.1,0.5,3.2,3.3900000000000006,9.52,1.81,0.0,0.0,0.0,0.09999999999999999,0.29,0.5199999999999999
1977,3,0.8,37.7,13.5,0.7,0.0,0.0,6.999999999999999,3.1,7.5,5.7299999999999995,58.96,11.67,0.0,0.0,0.0,0.6900000000000001,6.109999999999999,6.290000000000001
1977,4,18.2,95.2,42.4,5.8,3.1,6.699999999999999,31.1,32.4,54.5,11.45,146.06,35.74,3.66,0.22000000000000003,4.99,10.55,24.84,24.11
1977,5,16.0,336.9,175.3,53.4,1.7000000000000002,65.2,127.7,165.9,131.2,60.71,282.24,87.66,11.72,8.459999999999999,24.57,43.4,94.39000000000001,91.46000000000001
1977,6,130.1,515.2,234.0,83.9,66.5,138.6,157.9,363.3,243.9,125.47,462.75,220.73000000000002,106.91000000000001,50.49,170.32,197.4,282.95,237.55
1977,7,238.5,609.3,384.8,252.1,103.9,350.8,372.2,502.3,402.0,237.2,563.63,314.47,233.1,147.7,320.56,301.66999999999996,425.88,356.75
1977,8,264.9,604.0,268.2,226.3,189.4,284.7,285.1,376.6,345.6,248.76999999999998,549.6400000000001,280.33000000000004,207.85,123.46,306.59000000000003,277.31,384.5,330.48
1977,9,169.7,501.9,170.8,65.8,19.7,119.5,145.9,252.7,194.3,192.65,365.69,136.82,57.61,35.5,116.17999999999999,110.77000000000001,160.54000000000002,172.22
1977,10,93.1,175.79999999999998,31.3,2.2,0.0,0.0,3.5,28.0,50.1,78.57000000000001,165.23000000000002,42.17,5.57,0.52,11.530000000000001,16.330000000000002,40.47,45.27
1977,11,38.7,38.6,9.2,0.0,0.0,0.1,5.8,1.0,10.1,19.459999999999997,38.260000000000005,7.94,0.39,0.0,0.53,1.85,2.04,4.91
1977,12,3.6,14.0,2.9,0.0,0.0,0.0,0.0,0.5,0.30000000000000004,2.3400000000000003,7.470000000000001,3.1799999999999997,0.0,0.0,0.0,0.01,0.32999999999999996,0.51
1978,1,0.0,4.6,0.9,0.0,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,5.5200000000000005,7.739999999999999,2.5799999999999996,0.0,0.0,0.0,0.02,0.61,0.47000000000000003
1978,2,3.4,5.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0600000000000005,9.54,1.8800000000000001,0.0,0.0,0.0,0.10999999999999999,0.33999999999999997,0.8
1978,3,23.900000000000002,27.3,4.2,0.0,0.0,0.0,0.0,5.2,9.0,5.39,49.9,10.780000000000001,0.06999999999999999,0.0,0.0,1.3599999999999999,4.579999999999999,6.090000000000001
1978,4,2.2,140.6,34.5,0.0,0.0,0.0,1.4,39.6,24.3,13.27,126.75,33.660000000000004,4.24,0.53,5.37,12.67,22.179999999999996,27.560000000000002
1978,5,108.60000000000001,359.8,133.0,26.7,3.3000000000000003,40.9,64.2,130.7,108.6,54.05,285.18,96.92,17.05,7.839999999999999,30.670000000000005,54.81,101.02000000000001,97.89999999999999
1978,6,160.8,502.4,242.8,91.7,53.3,170.1,201.1,321.6,249.1,131.17000000000002,461.48,220.17,104.58,50.98,166.13000000000002,191.52,291.31000000000006,239.42000000000002
1978,7,229.7,647.7,331.8,206.6,133.8,286.1,281.4,527.3,350.5,234.21999999999997,567.38,326.45,235.69,139.96,326.96,313.04,440.78000000000003,364.2
1978,8,244.5,575.1,303.7,204.7,105.7,327.8,321.2,431.4,350.5,241.66,557.19,285.63,213.82000000000002,116.67999999999999,311.26000000000005,285.54,391.24,335.46
1978,9,242.8,425.7,218.1,34.800000000000004,20.9,86.2,168.1,314.8,203.2,185.37,383.89,142.32999999999998,60.129999999999995,29.640000000000004,119.42,118.1,173.49,176.64
1978,10,138.9,152.0,29.400000000000002,0.0,0.2,2.3000000000000003,5.9,40.9,58.0,75.31,169.77,41.690000000000005,5.08,0.51,9.440000000000001,14.780000000000001,37.61,45.54
1978,11,8.6,72.2,16.4,0.0,0.0,0.0,0.0,5.9,6.5,19.95,38.480000000000004,8.25,0.39,0.0,0.54,2.4299999999999997,2.05,5.470000000000001
1978,12,0.0,13.9,5.4,0.0,0.0,0.0,0.2,0.2,0.7000000000000001,2.7,7.99,2.9799999999999995,0.0,0.0,0.0,0.01,0.32999999999999996,0.45
1979,1,0.0,4.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.159999999999999,7.359999999999999,2.65,0.0,0.0,0.0,0.02,0.62,0.5
1979,2,0.0,10.6,1.1,0.0,0.0,0.0,0.0,0.4,0.2,3.2299999999999995,10.040000000000001,1.9099999999999997,0.0,0.0,0.0,0.10999999999999999,0.33999999999999997,0.78
1979,3,6.1,45.2,8.6,0.0,0.0,0.0,4.4,5.4,4.9,6.44,49.480000000000004,10.500000000000002,0.06999999999999999,0.0,0.0,1.2799999999999998,4.369999999999999,6.67
1979,4,8.6,120.5,28.9,0.0,0.1,1.3,4.6,20.7,26.7,10.82,127.77000000000001,34.010000000000005,4.24,0.51,5.35,12.610000000000003,24.669999999999998,28.320000000000004
1979,5,78.8,237.0,84.5,24.7,8.700000000000001,36.2,64.8,94.1,103.9,59.790000000000006,291.05,102.67,19.56,7.85,34.21,59.53000000000001,108.15,101.96000000000001
1979,6,183.2,458.8,211.8,76.7,57.2,102.2,148.6,272.9,222.1,134.21,466.68999999999994,220.64000000000001,106.89000000000001,51.17,169.91,192.3,294.11,240.85999999999999
1979,7,228.3,581.4,304.9,258.2,159.3,318.7,278.6,428.90000000000003,363.1,232.91,580.01,329.62,229.51999999999998,133.97,319.63,309.45,454.07,362.98
1979,8,233.6,537.1,264.4,195.1,94.39999999999999,288.8,270.9,383.2,318.9,244.07,556.91,285.18999999999994,216.81,118.42,312.03,284.12,396.33000000000004,336.78
1979,9,313.0,357.2,135.5,64.2,47.9,114.7,115.1,199.5,200.6,190.43,392.72,152.41,58.45,28.709999999999997,112.52000000000001,123.67999999999999,192.38,180.53
1979,10,94.6,244.4,49.8,10.8,3.8,17.900000000000002,21.599999999999998,68.4,65.3,82.91,164.07,38.910000000000004,2.9699999999999998,0.51,6.32,12.28,36.11,46.239999999999995
1979,11,15.5,28.5,3.4,0.0,0.0,1.2,1.3,1.2,1.9000000000000001,19.64,42.470000000000006,9.52,0.39,0.0,0.5,2.42,2.41,6.01
1979,12,21.1,7.6000000000000005,1.2000000000000002,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,2.68,8.700000000000001,3.5099999999999993,0.0,0.0,0.0,0.030000000000000006,0.35,0.5199999999999999
1980,1,3.2,6.9,0.4,0.0,0.0,0.0,0.0,0.0,0.2,4.5,5.88,2.36,0.0,0.0,0.0,0.02,0.51,0.44000000000000006
1980,2,17.2,15.9,1.7,0.0,0.0,0.0,0.0,0.30000000000000004,0.7,3.2299999999999995,10.41,1.9,0.0,0.0,0.0,0.10999999999999999,0.38,0.78
1980,3,1.0,44.6,7.5,0.0,0.0,0.0,0.0,0.2,1.5,6.090000000000001,53.15,11.34,0.06999999999999999,0.0,0.0,1.72,4.909999999999999,6.960000000000001
1980,4,35.4,87.6,20.9,0.0,2.2,0.0,3.3,15.4,26.1,10.16,127.82000000000001,34.489999999999995,3.84,0.51,4.55,12.270000000000001,25.02,28.919999999999998
1980,5,27.7,336.5,128.1,13.4,4.5,53.0,73.4,119.0,102.9,61.5,287.62,101.14000000000001,20.479999999999997,6.909999999999999,32.089999999999996,58.83,105.54,101.05999999999999
1980,6,130.3,607.1,239.3,83.6,20.9,133.8,154.8,398.4,228.8,145.46,465.78000000000003,222.47000000000003,102.55999999999999,49.43000000000001,160.87,186.36,297.61,240.05
1980,7,283.0,730.0,425.2,276.3,128.0,373.8,368.6,619.5,432.2,233.13999999999996,571.6,325.57000000000005,238.11999999999998,137.37,323.66,306.57000000000005,445.61,363.25
1980,8,267.5,656.7,359.2,252.9,65.6,400.3,382.2,532.2,402.2,238.57,550.45,280.46,210.91,116.41,305.48,283.8,392.83000000000004,333.82
1980,9,169.4,510.4,193.7,103.5,22.1,171.8,184.3,275.8,235.0,204.03,387.56,151.25,57.85,28.639999999999997,110.46,124.2,192.8,183.0
1980,10,130.3,164.8,28.0,0.7,6.4,7.300000000000001,8.3,39.2,56.2,87.62,169.36999999999998,38.57,3.7700000000000005,0.89,6.280000000000001,12.63,37.85,49.34
1980,11,21.9,43.5,5.1,0.0,0.0,0.0,0.0,4.8,9.1,18.38,41.089999999999996,9.33,0.39,0.0,0.62,2.55,2.4699999999999998,6.02
1980,12,19.1,18.5,2.0,0.0,0.0,0.0,0.0,0.9,1.4,4.29,8.860000000000001,3.59,0.0,0.0,0.0,0.030000000000000006,0.36,0.54
1981,1,3.9,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.81,6.470000000000001,2.2199999999999998,0.0,0.0,0.0,0.02,0.45,0.44000000000000006
1981,2,28.900000000000002,18.6,1.2,0.0,0.0,0.0,0.0,1.1,3.2,4.63,11.919999999999998,2.0599999999999996,0.0,0.0,0.0,0.10999999999999999,0.41,0.8400000000000001
1981,3,3.1,23.8,4.2,0.0,0.0,0.0,0.6,1.1,4.9,5.74,56.7,11.870000000000001,0.06999999999999999,0.0,0.0,1.72,4.9,7.0200000000000005
1981,4,44.8,225.5,59.8,0.0,1.5,2.0,13.5,73.3,57.6,13.14,122.92999999999999,32.05,3.8299999999999996,0.7300000000000001,4.38,12.010000000000002,24.83,29.5
1981,5,85.1,282.2,72.3,42.3,1.8,45.8,45.9,68.5,98.7,56.46999999999999,295.41999999999996,103.47999999999999,20.55,6.919999999999999,32.54,58.25,105.27000000000001,99.79
1981,6,296.7,488.4,244.5,123.3,34.9,191.0,219.3,342.5,295.4,146.11,482.51000000000005,224.74,102.47999999999999,44.8,156.94,182.88,307.84,238.77000000000004
1981,7,304.5,605.5,345.6,254.1,103.0,362.2,312.0,494.6,390.1,236.33999999999997,587.8299999999999,334.71000000000004,240.53000000000003,135.3,325.91999999999996,311.74,462.61,368.40999999999997
1981,8,300.4,581.8,277.9,166.1,182.0,308.1,241.5,338.9,337.4,239.88999999999996,555.8199999999999,285.13,214.07999999999998,109.28,310.48999999999995,292.74,401.1,337.65999999999997
1981,9,213.4,389.4,129.3,33.7,56.5,114.7,95.9,194.2,173.4,200.37,396.15999999999997,153.51,61.15,29.689999999999998,111.52000000000001,125.59,198.95999999999998,185.28
1981,10,59.7,230.5,45.2,0.0,0.1,0.0,3.9,31.3,36.3,94.2,172.63000000000002,38.61,3.18,1.45,5.8100000000000005,11.85,40.13,51.11
1981,11,25.0,44.7,9.2,0.0,0.0,0.0,0.0,0.4,10.2,19.64,43.94,9.61,0.39,0.0,0.62,2.55,2.81,6.8
1981,12,4.8,6.8,1.1,0.0,0.0,0.0,0.0,0.0,0.5,5.95,9.290000000000001,3.15,0.0,0.0,0.0,0.030000000000000006,0.27,0.62
1982,1,0.0,20.7,6.4,0.0,0.0,0.0,0.0,0.8,0.7000000000000001,3.13,6.119999999999999,1.8099999999999998,0.0,0.0,0.0,0.02,0.33,0.42000000000000004
1982,2,11.8,8.299999999999999,0.4,0.0,0.0,0.0,0.0,0.3,1.7000000000000002,6.640000000000001,12.989999999999998,1.97,0.0,0.0,0.0,0.10999999999999999,0.52,1.1
1982,3,4.6,115.9,28.1,0.0,0.0,0.0,0.0,12.4,8.200000000000001,5.58,54.35,11.59,0.06999999999999999,0.0,0.0,1.7799999999999998,4.85,6.840000000000001
1982,4,18.7,136.2,28.3,0.0,0.0,3.4000000000000004,2.6,22.1,26.3,16.04,133.93,34.980000000000004,3.8299999999999996,0.8800000000000001,4.58,13.35,31.1,33.239999999999995
1982,5,46.2,295.4,130.5,11.600000000000001,2.1,32.1,92.7,113.89999999999999,125.0,61.73,294.2,103.97,24.53,6.82,36.11,60.90000000000001,104.97999999999999,103.35
1982,6,58.5,489.9,166.8,47.2,72.3,87.0,109.5,193.79999999999998,187.9,164.93,480.21000000000004,221.69,102.88000000000002,46.230000000000004,155.04000000000002,180.42000000000002,307.1,241.7
1982,7,223.2,626.3,345.8,256.6,103.8,306.8,330.8,458.7,371.6,243.25,589.24,341.31000000000006,242.71999999999997,131.26,328.28000000000003,314.46,470.80999999999995,372.18
1982,8,254.7,641.1,268.0,147.1,122.2,206.8,207.0,456.2,297.9,237.91,562.87,287.25,209.07,111.18999999999998,310.66,292.52000000000004,398.19,338.77
1982,9,202.8,434.0,144.0,42.0,31.7,86.1,92.1,221.0,156.4,198.95,394.29,148.15,54.39,34.08,107.98999999999998,119.52000000000001,197.78,181.85
1982,10,115.3,189.3,51.6,4.5,0.0,16.9,26.3,51.9,49.7,90.33000000000001,177.0,37.61,2.5100000000000002,1.44,5.380000000000001,10.129999999999999,40.910000000000004,49.71
1982,11,9.6,59.4,12.4,1.1,0.0,2.1999999999999997,5.2,3.3,5.6,21.509999999999998,45.010000000000005,9.8,0.27,0.0,0.6100000000000001,2.0,2.69,7.209999999999999
1982,12,0.0,23.1,10.700000000000001,0.0,0.0,0.1,1.6,2.8,3.2,6.43,9.66,2.3400000000000003,0.0,0.0,0.0,0.02,0.23000000000000004,0.5
1983,1,15.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.13,8.01,1.9899999999999998,0.0,0.0,0.0,0.02,0.29,0.39
1983,2,5.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,7.74,13.080000000000002,1.73,0.0,0.0,0.0,0.10999999999999999,0.49000000000000005,1.1099999999999999
1983,3,10.3,18.2,2.5,0.0,0.0,0.0,0.2,1.2,4.1,5.029999999999999,60.75,13.63,0.06999999999999999,0.0,0.0,1.67,5.9,6.17
1983,4,7.1000000000000005,88.4,12.7,3.1,0.0,4.7,8.2,13.5,15.3,16.68,129.03,33.92999999999999,3.8299999999999996,0.8800000000000001,4.819999999999999,13.419999999999998,30.759999999999998,32.78
1983,5,91.3,243.9,60.9,8.5,30.6,9.6,29.2,63.4,84.1,58.260000000000005,295.18999999999994,106.95,24.669999999999998,5.67,38.07000000000001,67.13,106.8,106.95
1983,6,125.1,412.7,222.2,155.7,20.9,188.0,198.7,240.3,241.1,155.17,480.18999999999994,218.04000000000002,102.47,49.769999999999996,151.43,179.51,294.21999999999997,240.57
1983,7,239.9,558.3,416.3,324.9,83.5,380.1,381.6,486.8,404.5,236.51,596.91,347.19,244.91000000000003,127.1,325.21,316.61,476.13,373.32000000000005
1983,8,356.5,592.2,413.0,241.3,136.7,341.4,361.7,555.5,394.3,234.7,570.9200000000001,286.52,206.64000000000001,108.75,302.3,286.99,403.86,336.06
1983,9,315.7,387.2,178.8,167.70000000000002,18.7,204.7,163.79999999999998,269.6,234.20000000000002,203.33,392.23,146.60999999999999,53.07000000000001,34.879999999999995,104.58,118.52000000000001,199.06,180.26999999999998
1983,10,164.1,190.4,44.1,18.2,0.5,28.6,16.8,44.1,59.7,96.24,176.66000000000003,38.65,2.95,1.44,7.05,12.61,42.62,50.86
1983,11,25.900000000000002,76.3,10.1,0.0,0.1,0.0,0.2,7.8,8.0,21.94,49.65,10.52,0.38,0.0,0.8300000000000001,2.5,3.02,7.58
1983,12,0.8,9.9,1.5,0.0,0.0,0.0,0.0,0.0,0.1,5.76,11.84,3.1800000000000006,0.0,0.0,0.01,0.18,0.51,0.79
1984,1,10.1,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,7.859999999999999,1.9899999999999998,0.0,0.0,0.0,0.02,0.29000000000000004,0.4
1984,2,3.6,10.4,1.0,0.0,0.0,0.0,0.0,0.2,0.2,8.290000000000001,13.01,1.7,0.0,0.0,0.0,0.10999999999999999,0.48,1.1099999999999999
1984,3,17.3,62.9,8.1,0.0,0.0,0.0,0.0,2.4,8.6,6.0600000000000005,58.61999999999999,12.709999999999999,0.06999999999999999,0.0,0.0,1.5699999999999998,5.96,6.290000000000001
1984,4,31.7,134.3,31.5,1.2,0.30000000000000004,1.0,3.4000000000000004,15.1,25.3,15.939999999999998,128.56,32.940000000000005,3.81,0.8800000000000001,4.59,13.15,30.679999999999996,32.18
1984,5,147.9,331.5,81.2,15.1,9.799999999999999,27.6,38.6,101.9,120.7,60.08,293.66999999999996,106.71,24.57,6.6,37.989999999999995,67.96000000000001,105.97999999999999,106.73999999999998
1984,6,154.7,486.7,259.5,166.3,32.2,261.3,237.3,326.9,276.1,149.28,479.64,216.43,103.8,45.879999999999995,150.99,175.53,289.4,237.33999999999997
1984,7,346.7,586.2,290.0,232.7,143.9,274.3,234.9,422.8,327.1,240.44,596.7,355.36,252.45999999999998,121.03999999999999,330.66,322.03000000000003,484.05999999999995,376.23
1984,8,303.7,604.7,333.7,253.0,131.6,309.6,278.9,453.0,342.9,249.5,579.46,297.26,203.8,112.39000000000001,302.39,289.85,420.26000000000005,339.25
1984,9,378.9,377.3,137.6,42.8,33.5,80.4,87.4,202.1,175.5,221.78000000000003,392.24,147.78000000000003,62.83,34.160000000000004,111.8,119.14000000000001,210.03000000000003,184.07
1984,10,69.2,223.8,64.3,2.1,1.8000000000000003,19.0,24.7,48.2,54.5,105.69000000000001,175.51000000000002,36.440000000000005,4.5,1.47,8.71,11.930000000000001,41.370000000000005,50.95
